642,3
643,6
644,2
645,4
646,6
647,4
648,3
649,2
650,18
651,5
652,5
653,2
654,6
655,4
656,7
657,5
658,3
659,9
660,4
661,4
662,2
663,21
664,3
665,3
666,4
667,5
668,6
669,5
670,4
671,1
672,5
673,4
674,1
675,2
676,15
677,2
678,0
679,2
680,3
681,2
682,5
683,2
684,2
685,3
686,5
687,0
688,2
689,13
690,3
691,2
692,3
693,4
694,4
695,3
696,5
697,3
698,3
699,2
700,3
701,2
702,14
703,2
704,3
705,2
706,2
707,3
708,2
709,4
710,1
711,3
712,2
713,2
714,2
715,14
716,0
717,1
718,3
719,1
720,3
721,4
722,1
723,1
724,3
725,3
726,1
727,3
728,11
729,2
730,1
731,1
732,2
733,3
734,3
735,3
736,2
737,2
738,1
739,2
740,1
741,10
742,1
743,1
744,2
745,1
746,2
747,3
748,5
749,3
750,4
751,2
752,3
753,2
754,8
755,0
756,1
757,3
758,2
759,4
760,2
761,1
762,0
763,4
764,2
765,1
766,1
767,4
768,0
769,1
770,0
771,1
772,1
773,2
774,0
775,0
776,1
777,2
778,1
779,1
780,6
781,0
782,1
783,2
784,2
785,1
786,0
787,3
788,0
789,2
790,1
791,1
792,1
793,6
794,0
795,1
796,2
797,1
798,1
799,0
800,1
801,0
802,0
803,0
804,0
805,0
806,2
807,0
808,0
809,0
810,0
811,0
812,2
813,2
814,0
815,1
816,2
817,0
818,0
819,2
820,0
821,1
822,0
823,1
824,0
825,0
826,1
827,0
828,1
829,1
830,0
831,0
832,1
833,0
834,0
835,0
836,0
837,0
838,0
839,1
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
